root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
,,2021-04-28,2021-04-28,UNITIL CORP,UTL,0000755001,755001,"Hampton, New Hampshire",New Hampshire,001-08858,21861433,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-08858&action=getcompany,https://www.sec.gov/Archives/edgar/data/755001/000119312521135523/0001193125-21-135523-index.html,https://www.sec.gov/Archives/edgar/data/755001/000119312521135523/d180205dex991.htm
,,2021-07-15,2020-12-31,"Elevate.Money REIT I, Inc.",,0001819088,1819088,"Newport Beach, California",Maryland,24R-00348,211092486,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=24R-00348&action=getcompany,https://www.sec.gov/Archives/edgar/data/1819088/000110465921092560/0001104659-21-092560-index.html,https://www.sec.gov/Archives/edgar/data/1819088/000110465921092560/tm2122060d1_ex6-4.htm
,,2021-02-16,2020-09-30,Q&K INTERNATIONAL GROUP Ltd,XHG,0001769256,1769256,"Xuhui, Shanghai, China",[],001-39111,21640041,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39111&action=getcompany,https://www.sec.gov/Archives/edgar/data/1769256/000119312521045067/0001193125-21-045067-index.html,https://www.sec.gov/Archives/edgar/data/1769256/000119312521045067/d62143dex415.htm
,,2021-10-15,,GS Acquisition Holdings Corp II,MIR,0001809987,1809987,"New York, New York",Delaware,001-39352,211324599,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39352&action=getcompany,https://www.sec.gov/Archives/edgar/data/1809987/000119312521299065/0001193125-21-299065-index.html,https://www.sec.gov/Archives/edgar/data/1809987/000119312521299065/d222660d425.htm
,,2021-03-25,2020-12-31,NextDecade Corp.,NEXT,0001612720,161272,"Houston, Texas",Delaware,001-36842,21772399,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36842&action=getcompany,https://www.sec.gov/Archives/edgar/data/161272/000143774921007153/0001437749-21-007153-index.html,https://www.sec.gov/Archives/edgar/data/161272/000143774921007153/next20201231_10k.htm
,,2021-04-29,2021-04-29,NextDecade Corp.,NEXT,0001612720,161272,"Houston, Texas",Delaware,001-36842,21871685,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36842&action=getcompany,https://www.sec.gov/Archives/edgar/data/161272/000143774921010248/0001437749-21-010248-index.html,https://www.sec.gov/Archives/edgar/data/161272/000143774921010248/next20210415_ars.htm
,,2021-02-26,2021-01-01,EXPONENT INC,EXPO,0000851520,85152,"Menlo Park, California",Delaware,000-18655,21689019,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-18655&action=getcompany,https://www.sec.gov/Archives/edgar/data/85152/000156459021009433/0001564590-21-009433-index.html,https://www.sec.gov/Archives/edgar/data/85152/000156459021009433/expo-10k_20210101.htm
,,2021-06-08,,UR-ENERGY INC,URG,0001375205,1375205,"Littleton, Colorado",Canada (Federal Level),333-238324,211001332,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-238324&action=getcompany,https://www.sec.gov/Archives/edgar/data/1375205/000165495421006657/0001654954-21-006657-index.html,https://www.sec.gov/Archives/edgar/data/1375205/000165495421006657/tm2021258d2_424b5.htm
,,2021-02-24,2020-12-31,TELLURIAN INC. /DE/,"TELL, TELZ",0000061398,61398,"Houston, Texas",Delaware,001-05507,21668484,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-05507&action=getcompany,https://www.sec.gov/Archives/edgar/data/61398/000006139821000010/0000061398-21-000010-index.html,https://www.sec.gov/Archives/edgar/data/61398/000006139821000010/tell-20201231.htm
,,2021-05-27,2021-03-31,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,001-40354,21968317,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40354&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000013/0001645842-21-000013-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000013/zy-20210331.htm
,,2021-07-19,2021-04-30,"Ocean Power Technologies, Inc.",OPTT,0001378140,137814,"Monroe Township, New Jersey",New Jersey,001-33417,211097919,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33417&action=getcompany,https://www.sec.gov/Archives/edgar/data/137814/000149315221017188/0001493152-21-017188-index.html,https://www.sec.gov/Archives/edgar/data/137814/000149315221017188/form10-k.htm
,,2021-08-16,2021-06-30,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,001-40354,211178221,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40354&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000018/0001645842-21-000018-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000018/zy-20210630.htm
,,2021-04-15,2020-12-31,GOLDRICH MINING CO,GRMC,0000059860,5986,"Spokane, Washington",Alaska,001-06412,21828185,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-06412&action=getcompany,https://www.sec.gov/Archives/edgar/data/5986/000105291821000126/0001052918-21-000126-index.html,https://www.sec.gov/Archives/edgar/data/5986/000105291821000126/grmc10kapr10-21ev4.htm
,,2021-11-15,2021-09-30,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,001-40354,211410570,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40354&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000038/0001645842-21-000038-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000164584221000038/zy-20210930.htm
,,2021-02-02,,UR-ENERGY INC,URG,0001375205,1375205,"Littleton, Colorado",Canada (Federal Level),333-238324,21579029,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-238324&action=getcompany,https://www.sec.gov/Archives/edgar/data/1375205/000110465921010547/0001104659-21-010547-index.html,https://www.sec.gov/Archives/edgar/data/1375205/000110465921010547/tm214973d1_424b5.htm
,,2021-02-04,,UR-ENERGY INC,URG,0001375205,1375205,"Littleton, Colorado",Canada (Federal Level),333-238324,21588030,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-238324&action=getcompany,https://www.sec.gov/Archives/edgar/data/1375205/000110465921011742/0001104659-21-011742-index.html,https://www.sec.gov/Archives/edgar/data/1375205/000110465921011742/tm215113d1_424b5.htm
,,2021-03-02,2020-12-31,"['RIO TINTO PLC', 'RIO TINTO LTD']","['RIO, RTPPF', 'RTNTF']","['0000863064', '0000887028']","['863064', '887028']","['London, Sw1y 4ad, United Kingdom', 'Victoria 3000, Australia']","['United Kingdom', 'Australia']","['001-10533', '001-34121']","['21701984', '21701985']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10533&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34121&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/863064/000162828021003713/0001628280-21-003713-index.html', 'https://www.sec.gov/Archives/edgar/data/887028/000162828021003713/0001628280-21-003713-index.html']","['https://www.sec.gov/Archives/edgar/data/863064/000162828021003713/wrapper2020form20-f.htm', 'https://www.sec.gov/Archives/edgar/data/887028/000162828021003713/wrapper2020form20-f.htm']"
,,2021-03-15,2020-12-31,"AEMETIS, INC",AMTX,0000738214,738214,"Cupertino, California",Nevada,001-36475,21739944,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36475&action=getcompany,https://www.sec.gov/Archives/edgar/data/738214/000165495421002764/0001654954-21-002764-index.html,https://www.sec.gov/Archives/edgar/data/738214/000165495421002764/amtx_10k.htm
,,2021-03-22,2020-12-31,CENTRUS ENERGY CORP,LEU,0001065059,1065059,"Bethesda, Maryland",Delaware,001-14287,21759805,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14287&action=getcompany,https://www.sec.gov/Archives/edgar/data/1065059/000106505921000009/0001065059-21-000009-index.html,https://www.sec.gov/Archives/edgar/data/1065059/000106505921000009/leu-20201231.htm
,,2021-02-24,2020-12-31,"Sabine Pass Liquefaction, LLC",,0001499200,14992,"Houston, Texas",Delaware,333-192373,21667856,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-192373&action=getcompany,https://www.sec.gov/Archives/edgar/data/14992/000149920021000004/0001499200-21-000004-index.html,https://www.sec.gov/Archives/edgar/data/14992/000149920021000004/spl-20201231.htm
,,2021-12-29,2020-12-31,REPUBLIC OF THE PHILIPPINES,,0001030717,1030717,"New York, New York",[],333-11554,211529525,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-11554&action=getcompany,https://www.sec.gov/Archives/edgar/data/1030717/000119312521369335/0001193125-21-369335-index.html,https://www.sec.gov/Archives/edgar/data/1030717/000119312521369335/d268385dex99c4.htm
,,2021-02-24,2020-12-31,"Cheniere Corpus Christi Holdings, LLC",,0001693317,1693317,"Houston, Texas",Delaware,333-215435,21667858,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-215435&action=getcompany,https://www.sec.gov/Archives/edgar/data/1693317/000169331721000003/0001693317-21-000003-index.html,https://www.sec.gov/Archives/edgar/data/1693317/000169331721000003/cch-20201231.htm
,,2021-06-22,2021-03-31,CYANOTECH CORP,CYAN,0000768408,768408,"Kailua Kona, Hawaii",Nevada,000-14602,211035213,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-14602&action=getcompany,https://www.sec.gov/Archives/edgar/data/768408/000143774921015361/0001437749-21-015361-index.html,https://www.sec.gov/Archives/edgar/data/768408/000143774921015361/cyan20210331_10k.htm
,,2021-06-14,2021-06-11,"Cano Health, Inc.",,0001800682,1800682,"Miami, Florida",Delaware,001-39289,211013267,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39289&action=getcompany,https://www.sec.gov/Archives/edgar/data/1800682/000119312521189459/0001193125-21-189459-index.html,https://www.sec.gov/Archives/edgar/data/1800682/000119312521189459/d189661dex21.htm
,,2021-03-05,2020-12-31,Bank of Commerce Holdings,,0000702513,702513,"Redding, California",California,000-25135,21717623,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-25135&action=getcompany,https://www.sec.gov/Archives/edgar/data/702513/000143774921005088/0001437749-21-005088-index.html,https://www.sec.gov/Archives/edgar/data/702513/000143774921005088/boch20201231_10k.htm
,,2021-12-29,2020-12-31,REPUBLIC OF THE PHILIPPINES,,0001030717,1030717,"New York, New York",[],333-11554,211529525,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-11554&action=getcompany,https://www.sec.gov/Archives/edgar/data/1030717/000119312521369335/0001193125-21-369335-index.html,https://www.sec.gov/Archives/edgar/data/1030717/000119312521369335/d268385dex99c2.htm
,,2021-02-25,2020-12-31,"['DOMINION ENERGY, INC', 'VIRGINIA ELECTRIC & POWER CO']",D,"['0000715957', '0000103682']","['715957', '103682']","['Richmond, Virginia', 'Richmond, Virginia']","['Virginia', 'Virginia']","['001-08489', '000-55337']","['21676541', '21676542']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-08489&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-55337&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/715957/000156459021008442/0001564590-21-008442-index.html', 'https://www.sec.gov/Archives/edgar/data/103682/000156459021008442/0001564590-21-008442-index.html']","['https://www.sec.gov/Archives/edgar/data/715957/000156459021008442/d-10k_20201231.htm', 'https://www.sec.gov/Archives/edgar/data/103682/000156459021008442/d-10k_20201231.htm']"
,,2021-09-23,,TH International Ltd,THCH,0001877333,1877333,"New York, New York",Cayman Islands,333-259743,211272615,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-259743&action=getcompany,https://www.sec.gov/Archives/edgar/data/1877333/000110465921118784/0001104659-21-118784-index.html,https://www.sec.gov/Archives/edgar/data/1877333/000110465921118784/tm2125996d3_ex10-9.htm
,,2021-03-11,2020-12-31,ExOne Co,,0001561627,1561627,"North Huntingdon, Pennsylvania",Delaware,001-35806,21733553,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35806&action=getcompany,https://www.sec.gov/Archives/edgar/data/1561627/000156459021012530/0001564590-21-012530-index.html,https://www.sec.gov/Archives/edgar/data/1561627/000156459021012530/xone-10k_20201231.htm
,,2021-09-23,,TH International Ltd,THCH,0001877333,1877333,"New York, New York",Cayman Islands,333-259743,211272615,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-259743&action=getcompany,https://www.sec.gov/Archives/edgar/data/1877333/000110465921118784/0001104659-21-118784-index.html,https://www.sec.gov/Archives/edgar/data/1877333/000110465921118784/tm2125996d3_ex10-8.htm
,,2021-02-24,2020-12-31,"Cheniere Energy Partners, L.P.",CQP,0001383650,138365,"Houston, Texas",Delaware,001-33366,21667830,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33366&action=getcompany,https://www.sec.gov/Archives/edgar/data/138365/000138365021000005/0001383650-21-000005-index.html,https://www.sec.gov/Archives/edgar/data/138365/000138365021000005/cqp-20201231.htm
,,2021-01-25,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,377-04089,21548923,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-04089&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121001999/0001140361-21-001999-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121001999/filename1.htm
,,2021-02-05,2020-11-30,TORTOISE ENERGY INFRASTRUCTURE CORP,TYG,0001268533,1268533,"Leawood, Kansas",Maryland,811-21462,21597433,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-21462&action=getcompany,https://www.sec.gov/Archives/edgar/data/1268533/000120677421000312/0001206774-21-000312-index.html,https://www.sec.gov/Archives/edgar/data/1268533/000120677421000312/tyg3863772-ncsr.htm
,,2021-02-05,2020-11-30,TORTOISE ESSENTIAL ASSETS INCOME TERM FUND,TEAF,0001704299,1704299,"Leawood, Kansas",Maryland,811-23248,21597430,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-23248&action=getcompany,https://www.sec.gov/Archives/edgar/data/1704299/000120677421000311/0001206774-21-000311-index.html,https://www.sec.gov/Archives/edgar/data/1704299/000120677421000311/teaf3863777-ncsr.htm
,,2021-02-05,2020-11-30,TORTOISE POWER & ENERGY INFRASTRUCTURE FUND INC,TPZ,0001408201,1408201,"Leawood, Kansas",Maryland,811-22106,21597385,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22106&action=getcompany,https://www.sec.gov/Archives/edgar/data/1408201/000120677421000309/0001206774-21-000309-index.html,https://www.sec.gov/Archives/edgar/data/1408201/000120677421000309/tpz3863776-ncsr.htm
,,2021-02-05,2020-11-30,"Tortoise Midstream Energy Fund, Inc.",NTG,0001490286,1490286,"Leawood, Kansas",[],811-22409,21597466,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22409&action=getcompany,https://www.sec.gov/Archives/edgar/data/1490286/000120677421000313/0001206774-21-000313-index.html,https://www.sec.gov/Archives/edgar/data/1490286/000120677421000313/ntg3863773-ncsr.htm
,,2021-02-05,2020-11-30,"TORTOISE ENERGY INDEPENDENCE FUND, INC.",NDP,0001547158,1547158,"Leawood, Kansas",Maryland,811-22690,21597380,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22690&action=getcompany,https://www.sec.gov/Archives/edgar/data/1547158/000120677421000308/0001206774-21-000308-index.html,https://www.sec.gov/Archives/edgar/data/1547158/000120677421000308/ndp3863775-ncsr.htm
,,2021-02-08,2020-11-30,"TORTOISE PIPELINE & ENERGY FUND, INC.",TTP,0001526329,1526329,"Leawood, Kansas",Maryland,811-22585,21597770,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22585&action=getcompany,https://www.sec.gov/Archives/edgar/data/1526329/000120677421000314/0001206774-21-000314-index.html,https://www.sec.gov/Archives/edgar/data/1526329/000120677421000314/ttp3863774-ncsr.htm
,,2021-02-26,2020-12-31,"COLUMBIA BANKING SYSTEM, INC.",COLB,0000887343,887343,"Tacoma, Washington",Washington,000-20288,21688750,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-20288&action=getcompany,https://www.sec.gov/Archives/edgar/data/887343/000088734321000065/0000887343-21-000065-index.html,https://www.sec.gov/Archives/edgar/data/887343/000088734321000065/colb-20201231.htm
,,2021-05-04,,Greenidge Generation Holdings Inc.,"GREE, GREEL",0001844971,1844971,"Dresden, New York",Delaware,333-255741,21886073,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-255741&action=getcompany,https://www.sec.gov/Archives/edgar/data/1844971/000119312521149057/0001193125-21-149057-index.html,https://www.sec.gov/Archives/edgar/data/1844971/000119312521149057/d166032ds4.htm
,,2021-08-06,,Greenidge Generation Holdings Inc.,"GREE, GREEL",0001844971,1844971,"Dresden, New York",Delaware,333-255741,211153539,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-255741&action=getcompany,https://www.sec.gov/Archives/edgar/data/1844971/000119312521239357/0001193125-21-239357-index.html,https://www.sec.gov/Archives/edgar/data/1844971/000119312521239357/d166032ds4a.htm
,,2021-08-10,,Greenidge Generation Holdings Inc.,"GREE, GREEL",0001844971,1844971,"Dresden, New York",Delaware,333-255741,211160234,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-255741&action=getcompany,https://www.sec.gov/Archives/edgar/data/1844971/000119312521241844/0001193125-21-241844-index.html,https://www.sec.gov/Archives/edgar/data/1844971/000119312521241844/d166032d424b3.htm
,,2021-07-16,,Greenidge Generation Holdings Inc.,"GREE, GREEL",0001844971,1844971,"Dresden, New York",Delaware,333-255741,211096151,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-255741&action=getcompany,https://www.sec.gov/Archives/edgar/data/1844971/000119312521217543/0001193125-21-217543-index.html,https://www.sec.gov/Archives/edgar/data/1844971/000119312521217543/d166032ds4a.htm
,,2021-06-25,,Greenidge Generation Holdings Inc.,"GREE, GREEL",0001844971,1844971,"Dresden, New York",Delaware,333-255741,211048258,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-255741&action=getcompany,https://www.sec.gov/Archives/edgar/data/1844971/000119312521200431/0001193125-21-200431-index.html,https://www.sec.gov/Archives/edgar/data/1844971/000119312521200431/d166032ds4a.htm
,,2021-08-10,,"Support.com, Inc.",,0001104855,1104855,"Wilmington, Delaware",Delaware,001-37594,211160251,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37594&action=getcompany,https://www.sec.gov/Archives/edgar/data/1104855/000119312521241850/0001193125-21-241850-index.html,https://www.sec.gov/Archives/edgar/data/1104855/000119312521241850/d166032ddefm14a.htm
,,2021-02-24,2020-12-31,"Cheniere Energy, Inc.",LNG,0000003570,357,"Houston, Texas",Delaware,001-16383,21667840,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-16383&action=getcompany,https://www.sec.gov/Archives/edgar/data/357/000000357021000039/0000003570-21-000039-index.html,https://www.sec.gov/Archives/edgar/data/357/000000357021000039/lng-20201231.htm
,,2021-03-01,2020-12-31,"BEYOND MEAT, INC.",BYND,0001655210,165521,"El Segundo, California",Delaware,001-38879,21698002,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38879&action=getcompany,https://www.sec.gov/Archives/edgar/data/165521/000165521021000032/0001655210-21-000032-index.html,https://www.sec.gov/Archives/edgar/data/165521/000165521021000032/bynd-20201231.htm
,,2021-03-24,2020-12-31,"Montrose Environmental Group, Inc.",MEG,0001643615,1643615,"Irvine, California",Delaware,001-39394,21768911,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39394&action=getcompany,https://www.sec.gov/Archives/edgar/data/1643615/000156459021015136/0001564590-21-015136-index.html,https://www.sec.gov/Archives/edgar/data/1643615/000156459021015136/meg-10k_20201231.htm
,,2021-03-09,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,377-04089,21723764,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-04089&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121007709/0001140361-21-007709-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121007709/filename1.htm
,,2021-04-14,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,333-254612,21824481,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254612&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121012684/0001140361-21-012684-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121012684/nt10018776x8_s1a.htm
,,2021-04-23,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,333-254612,21846031,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254612&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121013962/0001140361-21-013962-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121013962/nt10018776x14_424b4.htm
,,2021-03-23,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,333-254612,21764199,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254612&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121009581/0001140361-21-009581-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121009581/nt10018776x4_s1.htm
,,2021-03-26,,Zymergen Inc.,,0001645842,1645842,"Emeryville, California",Delaware,333-254612,21778572,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254612&action=getcompany,https://www.sec.gov/Archives/edgar/data/1645842/000114036121010324/0001140361-21-010324-index.html,https://www.sec.gov/Archives/edgar/data/1645842/000114036121010324/nt10018776x5_s1a.htm
,,2021-03-05,2020-12-31,ALGONQUIN POWER & UTILITIES CORP.,"AQN, AQNB, AGQPF",0001174169,1174169,"Oakville, Ontario, Canada","Ontario, Canada",001-37946,21716018,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-37946&action=getcompany,https://www.sec.gov/Archives/edgar/data/1174169/000117416921000012/0001174169-21-000012-index.html,https://www.sec.gov/Archives/edgar/data/1174169/000117416921000012/a2021aifv7boardcirculation.htm
,,2021-03-26,2021-01-29,Science Applications International Corp,SAIC,0001571123,1571123,"Reston, Virginia",Delaware,001-35832,21773850,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35832&action=getcompany,https://www.sec.gov/Archives/edgar/data/1571123/000157112321000015/0001571123-21-000015-index.html,https://www.sec.gov/Archives/edgar/data/1571123/000157112321000015/saic-20210129.htm
,,2021-04-29,2020-12-31,PETROCHINA CO LTD,PCCYF,0001108329,1108329,"Beijing, China",China,001-15006,21870138,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-15006&action=getcompany,https://www.sec.gov/Archives/edgar/data/1108329/000119312521140226/0001193125-21-140226-index.html,https://www.sec.gov/Archives/edgar/data/1108329/000119312521140226/d77520d20f.htm
,,2021-03-01,2020-12-31,CALLAWAY GOLF CO,MODG,0000837465,837465,"Carlsbad, California",Delaware,001-10962,21696793,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10962&action=getcompany,https://www.sec.gov/Archives/edgar/data/837465/000083746521000003/0000837465-21-000003-index.html,https://www.sec.gov/Archives/edgar/data/837465/000083746521000003/ely-20201231.htm
,,2021-08-27,2021-07-02,WESTERN DIGITAL CORP,WDC,0000106040,10604,"San Jose, California",Delaware,001-08703,211213851,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-08703&action=getcompany,https://www.sec.gov/Archives/edgar/data/10604/000010604021000040/0000106040-21-000040-index.html,https://www.sec.gov/Archives/edgar/data/10604/000010604021000040/wdc-20210702.htm
,,2021-02-24,2021-02-23,"SmartKem, Inc.",SMTK,0001817760,181776,"Manchester, United Kingdom",Delaware,000-56181,21674852,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56181&action=getcompany,https://www.sec.gov/Archives/edgar/data/181776/000110465921027574/0001104659-21-027574-index.html,https://www.sec.gov/Archives/edgar/data/181776/000110465921027574/tm216420d1_8k.htm
,,2021-07-02,2020-12-31,UNITED MEXICAN STATES,,0000101368,101368,"New York, New York",[],333-03610,211068341,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-03610&action=getcompany,https://www.sec.gov/Archives/edgar/data/101368/000119312521207189/0001193125-21-207189-index.html,https://www.sec.gov/Archives/edgar/data/101368/000119312521207189/d25159dex99d.htm
,,2021-03-19,2020-12-31,Territorial Bancorp Inc.,TBNK,0001447051,1447051,"Honolulu, Hawaii",Maryland,001-34403,21756728,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34403&action=getcompany,https://www.sec.gov/Archives/edgar/data/1447051/000155837021003250/0001558370-21-003250-index.html,https://www.sec.gov/Archives/edgar/data/1447051/000155837021003250/tbnk-20201231x10k.htm
,,2021-03-02,2020-12-31,"['RIO TINTO PLC', 'RIO TINTO LTD']","['RIO, RTPPF', 'RTNTF']","['0000863064', '0000887028']","['863064', '887028']","['London, Sw1y 4ad, United Kingdom', 'Victoria 3000, Australia']","['United Kingdom', 'Australia']","['001-10533', '001-34121']","['21701984', '21701985']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10533&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34121&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/863064/000162828021003713/0001628280-21-003713-index.html', 'https://www.sec.gov/Archives/edgar/data/887028/000162828021003713/0001628280-21-003713-index.html']","['https://www.sec.gov/Archives/edgar/data/863064/000162828021003713/rio-20201231.htm', 'https://www.sec.gov/Archives/edgar/data/887028/000162828021003713/rio-20201231.htm']"
,,2021-02-05,2020-12-31,RENAISSANCERE HOLDINGS LTD,"RNR, RNR-PF, RNR-PG",0000913144,913144,"Pembroke, Bermuda",Bermuda,001-14428,21595740,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14428&action=getcompany,https://www.sec.gov/Archives/edgar/data/913144/000091314421000029/0000913144-21-000029-index.html,https://www.sec.gov/Archives/edgar/data/913144/000091314421000029/rnr-20201231.htm
,,2021-04-30,2020-12-31,KOREA ELECTRIC POWER CORP,KEP,0000887225,887225,"Naju-si, Korea, Republic of",[],001-13372,21874870,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-13372&action=getcompany,https://www.sec.gov/Archives/edgar/data/887225/000119312521143287/0001193125-21-143287-index.html,https://www.sec.gov/Archives/edgar/data/887225/000119312521143287/d111421d20f.htm
,,2021-10-13,2020-12-31,Pingtan Marine Enterprise Ltd.,,0001517130,151713,"Fuzhou, China",Cayman Islands,001-35192,211319696,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35192&action=getcompany,https://www.sec.gov/Archives/edgar/data/151713/000121390021052493/0001213900-21-052493-index.html,https://www.sec.gov/Archives/edgar/data/151713/000121390021052493/f10k2020_pingtanmarine.htm
,,2021-10-19,2020-12-31,Pingtan Marine Enterprise Ltd.,,0001517130,151713,"Fuzhou, China",Cayman Islands,001-35192,211330879,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35192&action=getcompany,https://www.sec.gov/Archives/edgar/data/151713/000121390021053503/0001213900-21-053503-index.html,https://www.sec.gov/Archives/edgar/data/151713/000121390021053503/f10k2020a1_pingtanmarine.htm
,,2021-01-15,,"TaskUs, Inc.",TASK,0001829864,1829864,"New Braunfels, Texas",Delaware,377-03756,21531934,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=377-03756&action=getcompany,https://www.sec.gov/Archives/edgar/data/1829864/000095012321000363/0000950123-21-000363-index.html,https://www.sec.gov/Archives/edgar/data/1829864/000095012321000363/filename1.htm
