root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
,,2021-07-02,,Rice Acquisition Corp.,,0001823766,1823766,"Carnegie, Pennsylvania",Delaware,001-39644,211071578,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39644&action=getcompany,https://www.sec.gov/Archives/edgar/data/1823766/000121390021035628/0001213900-21-035628-index.html,https://www.sec.gov/Archives/edgar/data/1823766/000121390021035628/prer14a0621_riceacquisition.htm
,,2021-01-05,,CALLAWAY GOLF CO,MODG,0000837465,837465,"Carlsbad, California",Delaware,333-250903,21507117,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-250903&action=getcompany,https://www.sec.gov/Archives/edgar/data/837465/000119312521002056/0001193125-21-002056-index.html,https://www.sec.gov/Archives/edgar/data/837465/000119312521002056/d54680ds4a.htm
,,2021-05-28,,"['BNY Mellon Investment Grade Funds, Inc.', 'BNY Mellon Sustainable U.S. Equity Fund, Inc.', 'DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS', 'DREYFUS CASH MANAGEMENT', 'BNY MELLON ULTRA SHORT INCOME FUND', 'Dreyfus Institutional Liquidity Funds', 'DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS', 'BNY MELLON OPPORTUNITY FUNDS', 'CITIZENSSELECT FUNDS', 'Dreyfus Institutional Reserves Funds', 'BNY Mellon Large Cap Securities Fund, Inc.', 'BNY MELLON SHORT-INTERMEDIATE MUNICIPAL BOND FUND']",,"['0000889169', '0000030167', '0000740123', '0000759667', '0000804887', '0001717375', '0001038520', '0001111178', '0001167368', '0001423799', '0000030146', '0000810305']","['889169', '30167', '740123', '759667', '804887', '1717375', '103852', '1111178', '1167368', '1423799', '30146', '810305']","['New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York']","['Maryland', 'Maryland', 'New York', 'New York', 'New York', 'Massachusetts', 'Maryland', 'Massachusetts', 'New York', 'New York']","['033-48926', '002-40341', '002-89275', '002-94930', '033-09634', '333-220625', '333-26513', '333-34474', '333-82876', '333-148652', '002-09455', '033-11752']","['21976329', '21976337', '21976330', '21976331', '21976336', '21976334', '21976333', '21976339', '21976335', '21976332', '21976340', '21976338']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-48926&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-40341&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89275&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-94930&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-09634&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-220625&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-26513&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-34474&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-82876&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-148652&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-09455&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-11752&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/889169/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/30167/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/740123/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/759667/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/804887/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/1717375/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/103852/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/1111178/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/1167368/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/1423799/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/30146/000088916921000012/0000889169-21-000012-index.html', 'https://www.sec.gov/Archives/edgar/data/810305/000088916921000012/0000889169-21-000012-index.html']","['https://www.sec.gov/Archives/edgar/data/889169/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/30167/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/740123/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/759667/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/804887/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/1717375/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/103852/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/1111178/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/1167368/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/1423799/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/30146/000088916921000012/group1sai-0620212.htm', 'https://www.sec.gov/Archives/edgar/data/810305/000088916921000012/group1sai-0620212.htm']"
,,2021-04-29,,"['BNY Mellon Investment Grade Funds, Inc.', 'Dreyfus Institutional Liquidity Funds', 'DREYFUS GOVERNMENT CASH MANAGEMENT FUNDS', 'DREYFUS CASH MANAGEMENT', 'Dreyfus Treasury Obligations Cash Management', 'BNY MELLON ULTRA SHORT INCOME FUND', 'BNY MELLON SHORT-INTERMEDIATE MUNICIPAL BOND FUND', 'DREYFUS TREASURY SECURITIES CASH MANAGEMENT', 'DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS', 'DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT', 'DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS', 'BNY MELLON OPPORTUNITY FUNDS', 'CITIZENSSELECT FUNDS', 'Dreyfus Institutional Reserves Funds', 'BNY Mellon Sustainable U.S. Equity Fund, Inc.', 'DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS']",,"['0000889169', '0001717375', '0000740766', '0000759667', '0000796251', '0000804887', '0000810305', '0000843781', '0000867955', '0000878734', '0001038520', '0001111178', '0001167368', '0001423799', '0000030167', '0000740123']","['889169', '1717375', '740766', '759667', '796251', '804887', '810305', '843781', '867955', '878734', '103852', '1111178', '1167368', '1423799', '30167', '740123']","['New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York']","['Maryland', 'Massachusetts', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'Massachusetts', 'Maryland', 'Massachusetts', 'Maryland', 'New York']","['033-48926', '333-220625', '002-89359', '002-94930', '033-06851', '033-09634', '033-11752', '033-25941', '033-36821', '033-42431', '333-26513', '333-34474', '333-82876', '333-148652', '002-40341', '002-89275']","['21868491', '21868497', '21868498', '21868499', '21868493', '21868503', '21868505', '21868492', '21868501', '21868500', '21868496', '21868506', '21868502', '21868495', '21868504', '21868494']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-48926&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-220625&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89359&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-94930&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-06851&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-09634&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-11752&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-25941&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-36821&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-42431&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-26513&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-34474&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-82876&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-148652&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-40341&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89275&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/889169/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/1717375/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/740766/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/759667/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/796251/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/804887/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/810305/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/843781/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/867955/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/878734/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/103852/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/1111178/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/1167368/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/1423799/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/30167/000088916921000010/0000889169-21-000010-index.html', 'https://www.sec.gov/Archives/edgar/data/740123/000088916921000010/0000889169-21-000010-index.html']","['https://www.sec.gov/Archives/edgar/data/889169/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/1717375/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/740766/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/759667/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/796251/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/804887/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/810305/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/843781/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/867955/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/878734/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/103852/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/1111178/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/1167368/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/1423799/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/30167/000088916921000010/group1sai-0420211.htm', 'https://www.sec.gov/Archives/edgar/data/740123/000088916921000010/group1sai-0420211.htm']"
,,2021-03-30,,"['BNY Mellon Investment Grade Funds, Inc.', 'Dreyfus Institutional Reserves Funds', 'BNY Mellon Sustainable U.S. Equity Fund, Inc.', 'DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS', 'DREYFUS GOVERNMENT CASH MANAGEMENT FUNDS', 'DREYFUS CASH MANAGEMENT', 'Dreyfus Treasury Obligations Cash Management', 'BNY MELLON SHORT-INTERMEDIATE MUNICIPAL BOND FUND', 'DREYFUS TREASURY SECURITIES CASH MANAGEMENT', 'DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS', 'DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT', 'DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS', 'BNY MELLON OPPORTUNITY FUNDS', 'CITIZENSSELECT FUNDS', 'BNY Mellon Large Cap Securities Fund, Inc.', 'DREYFUS LIQUID ASSETS, INC.']",,"['0000889169', '0001423799', '0000030167', '0000740123', '0000740766', '0000759667', '0000796251', '0000810305', '0000843781', '0000867955', '0000878734', '0001038520', '0001111178', '0001167368', '0000030146', '0000030158']","['889169', '1423799', '30167', '740123', '740766', '759667', '796251', '810305', '843781', '867955', '878734', '103852', '1111178', '1167368', '30146', '30158']","['New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York']","['Maryland', 'Massachusetts', 'Maryland', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'Massachusetts', 'Maryland', 'New York', 'New York']","['033-48926', '333-148652', '002-40341', '002-89275', '002-89359', '002-94930', '033-06851', '033-11752', '033-25941', '033-36821', '033-42431', '333-26513', '333-34474', '333-82876', '002-09455', '002-49073']","['21786691', '21786697', '21786704', '21786695', '21786699', '21786700', '21786693', '21786705', '21786692', '21786702', '21786701', '21786698', '21786706', '21786703', '21786707', '21786696']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-48926&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-148652&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-40341&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89275&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89359&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-94930&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-06851&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-11752&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-25941&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-36821&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-42431&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-26513&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-34474&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-82876&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-09455&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-49073&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/889169/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/1423799/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/30167/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/740123/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/740766/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/759667/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/796251/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/810305/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/843781/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/867955/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/878734/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/103852/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/1111178/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/1167368/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/30146/000111117821000015/0001111178-21-000015-index.html', 'https://www.sec.gov/Archives/edgar/data/30158/000111117821000015/0001111178-21-000015-index.html']","['https://www.sec.gov/Archives/edgar/data/889169/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/1423799/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/30167/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/740123/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/740766/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/759667/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/796251/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/810305/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/843781/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/867955/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/878734/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/103852/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/1111178/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/1167368/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/30146/000111117821000015/group1sai-0320216.htm', 'https://www.sec.gov/Archives/edgar/data/30158/000111117821000015/group1sai-0320216.htm']"
,,2021-01-29,,"['BNY Mellon Investment Grade Funds, Inc.', 'BNY Mellon Large Cap Securities Fund, Inc.', 'BNY Mellon Sustainable U.S. Equity Fund, Inc.', 'DREYFUS LIQUID ASSETS, INC.', 'DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS', 'DREYFUS GOVERNMENT CASH MANAGEMENT FUNDS', 'DREYFUS CASH MANAGEMENT', 'Dreyfus Treasury Obligations Cash Management', 'BNY MELLON ULTRA SHORT INCOME FUND', 'BNY MELLON SHORT-INTERMEDIATE MUNICIPAL BOND FUND', 'DREYFUS TREASURY SECURITIES CASH MANAGEMENT', 'DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS', 'DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT', 'Dreyfus Institutional Reserves Funds', 'Dreyfus Institutional Liquidity Funds', 'DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS', 'BNY MELLON OPPORTUNITY FUNDS', 'CITIZENSSELECT FUNDS']",,"['0000889169', '0000030146', '0000030167', '0000030158', '0000740123', '0000740766', '0000759667', '0000796251', '0000804887', '0000810305', '0000843781', '0000867955', '0000878734', '0001423799', '0001717375', '0001038520', '0001111178', '0001167368']","['889169', '30146', '30167', '30158', '740123', '740766', '759667', '796251', '804887', '810305', '843781', '867955', '878734', '1423799', '1717375', '103852', '1111178', '1167368']","['New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York', 'New York, New York']","['Maryland', 'New York', 'Maryland', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'New York', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Maryland']","['033-48926', '002-09455', '002-40341', '002-49073', '002-89275', '002-89359', '002-94930', '033-06851', '033-09634', '033-11752', '033-25941', '033-36821', '033-42431', '333-148652', '333-220625', '333-26513', '333-34474', '333-82876']","['21570839', '21570856', '21570853', '21570843', '21570842', '21570847', '21570848', '21570841', '21570852', '21570854', '21570840', '21570850', '21570849', '21570844', '21570846', '21570845', '21570855', '21570851']","['https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-48926&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-09455&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-40341&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-49073&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89275&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-89359&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=002-94930&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-06851&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-09634&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-11752&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-25941&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-36821&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=033-42431&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-148652&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-220625&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-26513&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-34474&action=getcompany', 'https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-82876&action=getcompany']","['https://www.sec.gov/Archives/edgar/data/889169/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/30146/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/30167/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/30158/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/740123/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/740766/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/759667/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/796251/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/804887/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/810305/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/843781/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/867955/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/878734/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/1423799/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/1717375/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/103852/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/1111178/000070315321000003/0000703153-21-000003-index.html', 'https://www.sec.gov/Archives/edgar/data/1167368/000070315321000003/0000703153-21-000003-index.html']","['https://www.sec.gov/Archives/edgar/data/889169/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/30146/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/30167/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/30158/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/740123/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/740766/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/759667/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/796251/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/804887/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/810305/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/843781/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/867955/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/878734/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/1423799/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/1717375/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/103852/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/1111178/000070315321000003/group1sai-0220213.htm', 'https://www.sec.gov/Archives/edgar/data/1167368/000070315321000003/group1sai-0220213.htm']"
,,2021-04-16,2020-12-31,TSAKOS ENERGY NAVIGATION LTD,"TEN, TEN-PE, TEN-PF",0001166663,1166663,"Athens, Greece",[],001-31236,21830093,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-31236&action=getcompany,https://www.sec.gov/Archives/edgar/data/1166663/000119312521118474/0001193125-21-118474-index.html,https://www.sec.gov/Archives/edgar/data/1166663/000119312521118474/d138751d20f.htm
,,2021-06-14,,Alpha Healthcare Acquisition Corp.,"HUMA, HUMAW",0001818382,1818382,"New York, New York",Delaware,333-254597,211013048,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254597&action=getcompany,https://www.sec.gov/Archives/edgar/data/1818382/000121390021032196/0001213900-21-032196-index.html,https://www.sec.gov/Archives/edgar/data/1818382/000121390021032196/fs42021a1_alphahealthcare.htm
,,2021-08-04,,Alpha Healthcare Acquisition Corp.,"HUMA, HUMAW",0001818382,1818382,"New York, New York",Delaware,333-254597,211145072,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254597&action=getcompany,https://www.sec.gov/Archives/edgar/data/1818382/000121390021040338/0001213900-21-040338-index.html,https://www.sec.gov/Archives/edgar/data/1818382/000121390021040338/f424b30821_alphahealthcare.htm
,,2021-07-01,,Alpha Healthcare Acquisition Corp.,"HUMA, HUMAW",0001818382,1818382,"New York, New York",Delaware,333-254597,211063426,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254597&action=getcompany,https://www.sec.gov/Archives/edgar/data/1818382/000121390021035153/0001213900-21-035153-index.html,https://www.sec.gov/Archives/edgar/data/1818382/000121390021035153/fs42021a2_alphahealthcare.htm
,,2021-03-25,,Managed Portfolio Series,,0001511699,1511699,"Milwaukee, Wisconsin",[],811-22525,21773216,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=811-22525&action=getcompany,https://www.sec.gov/Archives/edgar/data/1511699/000089418921001773/0000894189-21-001773-index.html,https://www.sec.gov/Archives/edgar/data/1511699/000089418921001773/ck0001511699-20201130.htm
,,2021-08-11,,Power & Digital Infrastructure Acquisition Corp.,"CORZ, CORZR, CORZW, CORZZ",0001839341,1839341,"Chicago, Illinois",Delaware,333-258720,211163918,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-258720&action=getcompany,https://www.sec.gov/Archives/edgar/data/1839341/000119312521243436/0001193125-21-243436-index.html,https://www.sec.gov/Archives/edgar/data/1839341/000119312521243436/d172159ds4.htm
